,Unnamed: 0,dateSold,propertyType,lotAreaValue,address,imgSrc,price,listingDateTime,longitude,latitude,listingStatus,zpid,livingArea,daysOnZillow,bedrooms,bathrooms,country,currency,lotAreaUnit,hasImage,listingSubType.is_newHome
448,8,1629183600000,SINGLE_FAMILY,1.69,"1284 Serenity Woods Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/97dd390771fe9f583662e5c506dec24c-p_e.jpg,2300000,,-77.28633,38.96394,RECENTLY_SOLD,51724524,7808.0,-1,5.0,7.0,USA,USD,sqft,True,
449,9,1629183600000,SINGLE_FAMILY,0.46,"10373 Leigh Jillion Ct, Oakton, VA 22124",https://photos.zillowstatic.com/fp/a968a55e5d3ba1b12c5309f379fd3668-p_e.jpg,1400000,,-77.30398,38.890335,RECENTLY_SOLD,59787092,5834.0,-1,5.0,5.0,USA,USD,acres,True,
450,10,1629183600000,SINGLE_FAMILY,0.38,"9628 Cinnamon Creek Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f76c561d228fc49c02d3f140c0eab700-p_e.jpg,785000,,-77.2752,38.943233,RECENTLY_SOLD,51744559,2720.0,-1,5.0,3.0,USA,USD,acres,True,
451,11,1629183600000,SINGLE_FAMILY,0.31,"1906 Beulah Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/3d80e6dff5b786d2ee6ed8216ab31093-p_e.jpg,810000,,-77.26829,38.918056,RECENTLY_SOLD,51746913,1452.0,-1,3.0,3.0,USA,USD,acres,True,
452,12,1629183600000,SINGLE_FAMILY,0.29003673094582,"618 Ninovan Rd SE, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.900535583496094,-77.25336456298828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yXCYttinb8fqU1klMO46YnLFhLY=",835000,,-77.253365,38.900536,RECENTLY_SOLD,51773286,1602.0,-1,3.0,3.0,USA,USD,acres,,
453,13,1629097200000,SINGLE_FAMILY,0.39,"9139 Ermantrude Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/9df6a156428815f22ab6921c5ef91bf5-p_e.jpg,1200000,,-77.257675,38.93112,RECENTLY_SOLD,51745247,4638.0,-1,5.0,5.0,USA,USD,acres,True,
454,14,1629097200000,SINGLE_FAMILY,0.47,"1612 Sereno Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/3559fe187539e2e72426a7270efd3218-p_e.jpg,1020000,,-77.29071,38.94228,RECENTLY_SOLD,51744786,3400.0,-1,4.0,4.0,USA,USD,acres,True,
455,15,1629097200000,SINGLE_FAMILY,0.26974288337925,"9850 Snowbound Ct, Vienna, VA 22181","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.88115310668945,-77.28546142578125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=WpK72NQGB3w-WX_PJ4vduoD1Cac=",750000,,-77.28546,38.881153,RECENTLY_SOLD,51801754,1700.0,-1,4.0,3.0,USA,USD,acres,,
456,16,1629097200000,SINGLE_FAMILY,10454.4,"2241 Richelieu Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2254aa87a72d60dd7247b6953dccb788-p_e.jpg,805000,,-77.23972,38.89902,RECENTLY_SOLD,51777435,2011.0,-1,4.0,3.0,USA,USD,sqft,True,
457,17,1629010800000,SINGLE_FAMILY,0.61,"2346 Greenbrier Way, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.895240783691406,-77.22743225097656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4kZH1fFQhcx1n3d4Jh_pP_76Rx8=",1115000,,-77.22743,38.89524,RECENTLY_SOLD,51777891,3834.0,-1,4.0,5.0,USA,USD,sqft,,
458,18,1628838000000,SINGLE_FAMILY,10454.4,"2314 Tanglevale Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/0ed7ea4543c66b1eec8d297abfdfc9f4-p_e.jpg,1037000,,-77.288605,38.902065,RECENTLY_SOLD,51771099,2967.0,-1,5.0,3.0,USA,USD,sqft,True,
459,19,1628838000000,SINGLE_FAMILY,0.65,"1279 Cobble Pond Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/af21d37d92580b102bb5ca6cf5db23ca-p_e.jpg,1378000,,-77.30957,38.970917,RECENTLY_SOLD,51723626,5970.0,-1,6.0,6.0,USA,USD,acres,True,
460,20,1628838000000,SINGLE_FAMILY,6098.4,"9554 Pine Bough Pl, Vienna, VA 22181",https://photos.zillowstatic.com/fp/1bf587f9c21c18cb364159ad1c963509-p_e.jpg,937500,,-77.27509,38.889305,RECENTLY_SOLD,51771602,2920.0,-1,5.0,3.0,USA,USD,sqft,True,
461,21,1628751600000,SINGLE_FAMILY,0.68,"2423 Beekay Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/f9d2d107f3acfc4f9de702a8336fb9f6-p_e.jpg,1200000,,-77.301476,38.905502,RECENTLY_SOLD,51767051,2556.0,-1,5.0,4.0,USA,USD,acres,True,
462,22,1628751600000,SINGLE_FAMILY,0.52,"2764 Chain Bridge Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/6d00548ba809e114cfe0eee5e45e7c44-p_e.jpg,1430000,,-77.28835,38.88588,RECENTLY_SOLD,51802262,2992.0,-1,4.0,3.0,USA,USD,acres,True,
463,23,1628751600000,SINGLE_FAMILY,0.25,"433 Glyndon St NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/533fae2f512a0aaad8001390d86033bc-p_e.jpg,950000,,-77.26719,38.909348,RECENTLY_SOLD,51770115,3800.0,-1,5.0,4.0,USA,USD,acres,True,
464,24,1628751600000,SINGLE_FAMILY,0.57,"10327 Dunn Meadow Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/5071e34d40cf80b25fce90947d928a3a-p_e.jpg,1056000,,-77.304886,38.971657,RECENTLY_SOLD,51723545,3668.0,-1,5.0,4.0,USA,USD,acres,True,
465,25,1628665200000,SINGLE_FAMILY,0.5007116620753,"2325 Stryker Ave, Vienna, VA 22181","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90475082397461,-77.29602813720703&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=IBQLu6eiZSlvk31gw_2h4whYq6k=",795000,,-77.29603,38.90475,RECENTLY_SOLD,51766941,1200.0,-1,3.0,2.0,USA,USD,acres,,
466,26,1628578800000,SINGLE_FAMILY,0.96361340679523,"9148 Belvedere Branch Dr, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.951725006103516,-77.25933837890625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yOpbv9pvxKdoOAHSQlxjNmwZZAE=",2566058,,-77.25934,38.951725,RECENTLY_SOLD,306650187,6445.0,-1,5.0,6.5,USA,USD,acres,,
467,27,1628578800000,SINGLE_FAMILY,0.62,"2461 Fardale St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/379017228933638528f544e50c18e054-p_e.jpg,1735000,,-77.24647,38.890057,RECENTLY_SOLD,51776608,5829.0,-1,6.0,7.0,USA,USD,acres,True,
468,28,1628578800000,SINGLE_FAMILY,0.28,"2117 Statute Ln, Vienna, VA 22181",https://photos.zillowstatic.com/fp/622f0b44445da1fa4d59af9a132e1675-p_e.jpg,1000000,,-77.278,38.909912,RECENTLY_SOLD,51768787,4010.0,-1,5.0,4.0,USA,USD,acres,True,
469,29,1628492400000,SINGLE_FAMILY,0.34,"1700 Gelding Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2bb257090622cc0035838f8c646654d9-p_e.jpg,935000,,-77.26663,38.930237,RECENTLY_SOLD,51746785,3224.0,-1,5.0,4.0,USA,USD,acres,True,
470,30,1628492400000,SINGLE_FAMILY,6534.0,"8154 Stream Side Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/04c5e218a8ff60fc4cd0389b8ee4ea09-p_e.jpg,1090000,,-77.228065,38.904804,RECENTLY_SOLD,51775938,3548.0,-1,5.0,5.0,USA,USD,sqft,True,
471,31,1628492400000,SINGLE_FAMILY,0.83,"1609 Chathams Ford Pl, Vienna, VA 22182",https://photos.zillowstatic.com/fp/61db6fc889e127ee4e0f1080813dd85a-p_e.jpg,1400000,,-77.27696,38.940098,RECENTLY_SOLD,51744867,5880.0,-1,5.0,5.0,USA,USD,acres,True,
472,32,1628233200000,SINGLE_FAMILY,0.28,"9100 Wexford Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/517a8c5fcdc07124099db1199385a1ae-p_e.jpg,1301000,,-77.26063,38.920456,RECENTLY_SOLD,51747029,4200.0,-1,5.0,4.0,USA,USD,acres,True,
473,33,1628233200000,SINGLE_FAMILY,0.49,"9733 Middleton Ridge Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/b5be9818191bf5f3ac07d3d8a1a3294b-p_e.jpg,1490000,,-77.284744,38.96344,RECENTLY_SOLD,51724523,6284.0,-1,5.0,5.0,USA,USD,acres,True,
474,34,1628233200000,SINGLE_FAMILY,4229.0,"8410 Tysons Trace Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/88ba35c03e1e56a4ff74058aa39deb62-p_e.jpg,800000,,-77.23675,38.914284,RECENTLY_SOLD,60379194,5589.0,-1,5.0,6.0,USA,USD,sqft,True,
475,35,1628233200000,SINGLE_FAMILY,0.27,"1843 Toyon Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/ec7bcd775a6b0b322c0e304b78c2c5a5-p_e.jpg,900000,,-77.2751,38.921295,RECENTLY_SOLD,51745591,2632.0,-1,5.0,4.0,USA,USD,acres,True,
476,36,1628233200000,SINGLE_FAMILY,0.41,"405 Nelson Dr NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/903726d8b79ee664814c4fd2ae85c42b-p_e.jpg,1950000,,-77.263504,38.91105,RECENTLY_SOLD,51769855,7118.0,-1,6.0,7.0,USA,USD,acres,True,
477,37,1628233200000,SINGLE_FAMILY,5227.2,"9706 Hidden Valley Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/716ca99d3c78b025c39197c1821ac156-p_e.jpg,1110000,,-77.28174,38.885944,RECENTLY_SOLD,51803079,2878.0,-1,5.0,4.0,USA,USD,sqft,True,
478,38,1628233200000,SINGLE_FAMILY,0.92,"10198 Cedar Pond Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2a286fe335bdc9d272191c366b1d6b5a-p_e.jpg,1327000,,-77.29835,38.925266,RECENTLY_SOLD,51744300,3174.0,-1,4.0,4.0,USA,USD,acres,True,
479,39,1628146800000,SINGLE_FAMILY,0.28,"1830 Saint Roman Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2e7fbf993d390b84bc29e6eb6808be38-p_e.jpg,930000,,-77.26828,38.919262,RECENTLY_SOLD,51746575,2274.0,-1,4.0,3.0,USA,USD,acres,True,
480,0,1628146800000,SINGLE_FAMILY,0.65,"2507 Brighton Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/bfdc1708d4debbee345ed87d64ac1ebc-p_e.jpg,735000,,-77.29204,38.89765,RECENTLY_SOLD,51767784,2160.0,-1,4.0,3.0,USA,USD,acres,True,
481,1,1628146800000,SINGLE_FAMILY,0.35,"1514 Snughill Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/55872d37fbe5f8f50c63dd0ed2849239-p_e.jpg,1100000,,-77.26032,38.936337,RECENTLY_SOLD,51745014,3615.0,-1,4.0,4.0,USA,USD,acres,True,
483,3,1627887600000,SINGLE_FAMILY,0.58,"1702 Abbey Oak Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/bf1f09080318d2ee726fadf8150451b0-p_e.jpg,1000000,,-77.290596,38.938164,RECENTLY_SOLD,51744730,2785.0,-1,4.0,4.0,USA,USD,acres,True,
484,4,1627887600000,SINGLE_FAMILY,0.26,"2839 Edgelea Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/505adb9fe0cb2b1df6f275681095741d-p_e.jpg,810000,,-77.28875,38.880875,RECENTLY_SOLD,51801709,2925.0,-1,4.0,4.0,USA,USD,acres,True,
485,5,1627887600000,SINGLE_FAMILY,0.3,"547 Druid Hill Rd NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/cce7f8bb63cb21471c8e38cab1cba786-p_e.jpg,1000000,,-77.25991,38.915237,RECENTLY_SOLD,51770382,3069.0,-1,3.0,4.0,USA,USD,acres,True,
486,6,1627887600000,SINGLE_FAMILY,0.55,"9156 Bois Ave, Vienna, VA 22182",https://photos.zillowstatic.com/fp/b06b70c28764a8efab43c78940d0721b-p_e.jpg,1300000,,-77.26193,38.932144,RECENTLY_SOLD,51745139,4494.0,-1,7.0,5.0,USA,USD,acres,True,
487,7,1627887600000,SINGLE_FAMILY,10018.8,"549 Druid Hill Rd NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/478a955a44e12af572724d1e635e9b3a-p_e.jpg,980000,,-77.260086,38.915386,RECENTLY_SOLD,51770381,3057.0,-1,5.0,4.0,USA,USD,sqft,True,
488,8,1627628400000,SINGLE_FAMILY,0.33,"8159 Woodland Ct, Dunn Loring, VA 22027",https://photos.zillowstatic.com/fp/a64ee7125aff0ce2f8058d90342531f5-p_e.jpg,1010000,,-77.228165,38.892254,RECENTLY_SOLD,51778209,2800.0,-1,4.0,4.0,USA,USD,acres,True,
489,9,1627628400000,SINGLE_FAMILY,0.25909090909091,"9503 Scarab St, Vienna, VA 22182",https://photos.zillowstatic.com/fp/9887a24d77c0b617779b094860cfecc1-p_e.jpg,910000,,-77.27322,38.921516,RECENTLY_SOLD,51745620,1654.0,-1,4.0,3.0,USA,USD,acres,True,
490,10,1627628400000,SINGLE_FAMILY,10018.8,"422 Center St N, Vienna, VA 22180",https://photos.zillowstatic.com/fp/4b3bc3d8f24b96428da736283b7be5e5-p_e.jpg,890000,,-77.273605,38.9088,RECENTLY_SOLD,51769238,2030.0,-1,4.0,4.0,USA,USD,sqft,True,
491,11,1627628400000,SINGLE_FAMILY,0.28,"2114 Sheriff Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/1c7ff1a49f042dbb6b3b4fe816cff76d-p_e.jpg,870000,,-77.27658,38.9096,RECENTLY_SOLD,51768792,1887.0,-1,4.0,3.0,USA,USD,acres,True,
492,12,1627628400000,SINGLE_FAMILY,2.0,"9524 Leemay St, Vienna, VA 22182",https://photos.zillowstatic.com/fp/19b56f0f572d402508d5fe4762e34f81-p_e.jpg,2178500,,-77.274254,38.932045,RECENTLY_SOLD,51744805,7800.0,-1,6.0,7.0,USA,USD,sqft,True,
493,13,1627628400000,SINGLE_FAMILY,0.47,"9807 Squaw Valley Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/ed9a754a4d8e143ef6743a388d030665-p_e.jpg,1150000,,-77.28727,38.941563,RECENTLY_SOLD,51744767,3703.0,-1,5.0,4.0,USA,USD,acres,True,
494,14,1627628400000,SINGLE_FAMILY,0.50413223140496,"8539 Aponi Rd, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.89438247680664,-77.24212646484375&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vSObGPyjzdw8cUQU1F_7IBdSSC8=",850000,,-77.24213,38.894382,RECENTLY_SOLD,51776650,2465.0,-1,3.0,2.0,USA,USD,acres,,
495,15,1627628400000,SINGLE_FAMILY,0.9,"2860 Hill Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/09e0bc5554304f153d1057d1c8389656-p_e.jpg,1300000,,-77.29412,38.883022,RECENTLY_SOLD,65725303,4625.0,-1,4.0,4.0,USA,USD,acres,True,
496,16,1627628400000,SINGLE_FAMILY,0.83,"9713 Fonda Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f55144747333a1a0c90ea43d95f5ffaa-p_e.jpg,2300000,,-77.28184,38.925385,RECENTLY_SOLD,51746090,8349.0,-1,5.0,5.0,USA,USD,acres,True,
497,17,1627542000000,SINGLE_FAMILY,0.49219467401286,"435 Nelson Dr NE, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.91176223754883,-77.26258850097656&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=hjLyeASuuRBuVAEBHryoW4roDTs=",825000,,-77.26259,38.911762,RECENTLY_SOLD,51769431,1208.0,-1,4.0,3.0,USA,USD,acres,,
498,18,1627455600000,SINGLE_FAMILY,0.83776400367309,"1328 Belasco Valley Cir, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95404815673828,-77.26050567626953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=z586pX8VIwtkF7EztBMYou2J8A4=",2315182,,-77.260506,38.95405,RECENTLY_SOLD,306650198,5077.0,-1,5.0,6.5,USA,USD,acres,,
499,19,1627455600000,SINGLE_FAMILY,1.1072314049587,"9188 Farber Forge Ct, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95475387573242,-77.25749969482422&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=60HARxlvNdYpRgkW4r7kH2NDt8Q=",2305653,,-77.2575,38.954754,RECENTLY_SOLD,306650178,4733.0,-1,4.0,5.0,USA,USD,acres,,
500,20,1627455600000,SINGLE_FAMILY,0.36,"1407 Wolftrap Run Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6fc3201acabfa842eba596a7cd02e73b-p_e.jpg,1110000,,-77.25914,38.943302,RECENTLY_SOLD,51745058,3239.0,-1,3.0,4.0,USA,USD,acres,True,
501,21,1627455600000,SINGLE_FAMILY,10018.8,"9409 Talisman Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/85f8aa0d10258f7009819abcf0c98d85-p_e.jpg,915000,,-77.271286,38.916298,RECENTLY_SOLD,51769356,3222.0,-1,4.0,4.0,USA,USD,sqft,True,
502,22,1627455600000,SINGLE_FAMILY,0.36,"705 Meadow Ln SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/820fb0db984dbdb61a1251f507231675-p_e.jpg,810000,,-77.268845,38.88842,RECENTLY_SOLD,51804216,1221.0,-1,4.0,3.0,USA,USD,acres,True,
503,23,1627455600000,SINGLE_FAMILY,0.32,"508 Beulah Rd NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/63176b6b0d752018fe49277d8f79ee1f-p_e.jpg,1380000,,-77.26525,38.911823,RECENTLY_SOLD,51770006,3317.0,-1,4.0,4.0,USA,USD,acres,True,
504,24,1627369200000,SINGLE_FAMILY,0.49749770431589,"9944A Corsica St, Vienna, VA 22181",https://photos.zillowstatic.com/fp/dadb2afd2f518d69ce116c6bdb7b9346-p_e.jpg,1300000,,-77.29029,38.90299,RECENTLY_SOLD,59787122,3776.0,-1,5.0,5.0,USA,USD,acres,True,
505,25,1627369200000,SINGLE_FAMILY,0.47,"1724 Asoleado Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/a7aa55775ce5c96040ca4cf9aa9b010f-p_e.jpg,941000,,-77.287094,38.936672,RECENTLY_SOLD,51744683,2780.0,-1,5.0,3.0,USA,USD,acres,True,
506,26,1627369200000,SINGLE_FAMILY,0.44,"9662 Maymont Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/d16242ec3496878d528e93a2352c49ca-p_e.jpg,1815000,,-77.280235,38.955814,RECENTLY_SOLD,110687991,5712.0,-1,5.0,5.0,USA,USD,acres,True,
507,27,1627369200000,SINGLE_FAMILY,0.46,"1304 Brookdale Ter, Vienna, VA 22182",https://photos.zillowstatic.com/fp/f2a1dad3221f7b50881458e2f30c54bf-p_e.jpg,1225000,,-77.29643,38.963863,RECENTLY_SOLD,51723439,4493.0,-1,5.0,4.0,USA,USD,sqft,True,
508,28,1627369200000,SINGLE_FAMILY,2.19,"1176 Old Tolson Mill Rd, Mc Lean, VA 22102",https://photos.zillowstatic.com/fp/0778565feac0f315a7c9a92412c52154-p_e.jpg,2885000,,-77.25331,38.95743,RECENTLY_SOLD,51725461,9857.0,-1,6.0,8.0,USA,USD,sqft,True,
509,29,1627282800000,SINGLE_FAMILY,0.5,"9944 Corsica St, Vienna, VA 22181",https://photos.zillowstatic.com/fp/87c22cf4f0affad0eb6fd0479047f730-p_e.jpg,1300000,,-77.29032,38.90256,RECENTLY_SOLD,2069986978,4500.0,-1,5.0,5.0,USA,USD,acres,True,
510,30,1627282800000,SINGLE_FAMILY,0.47,"1718 Saddle Ridge Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/4b80ea222593203b6d0afc55ce062770-p_e.jpg,949000,,-77.299995,38.94013,RECENTLY_SOLD,51743296,3568.0,-1,5.0,4.0,USA,USD,acres,True,
511,31,1627282800000,SINGLE_FAMILY,1.08,"10214 Cedar Pond Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/05efb9f9844ca5133e13a445240402c5-p_e.jpg,1580000,,-77.30057,38.926907,RECENTLY_SOLD,51744269,5750.0,-1,5.0,5.0,USA,USD,sqft,True,
512,32,1627282800000,SINGLE_FAMILY,0.35,"9480 Shouse Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/265309119648bd876e32fd5e643a66d7-p_e.jpg,855000,,-77.26859,38.947235,RECENTLY_SOLD,51725612,2780.0,-1,4.0,4.0,USA,USD,acres,True,
513,33,1627023600000,SINGLE_FAMILY,0.83904958677686,"1329 Belasco Valley Cir, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.953948974609375,-77.25962829589844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=R3nrU7V8aFW1NdIZKLMY8FcO_HQ=",2455273,,-77.25963,38.95395,RECENTLY_SOLD,306650181,6589.0,-1,5.0,5.5,USA,USD,acres,,
514,34,1627023600000,SINGLE_FAMILY,0.46,"9709 Middleton Ridge Rd, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.9603271484375,-77.2816390991211&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0RDCuYElttHWkzSe2WRqrsFIvgU=",1450000,,-77.28164,38.960327,RECENTLY_SOLD,51724491,5725.0,-1,5.0,5.0,USA,USD,acres,,
515,35,1627023600000,SINGLE_FAMILY,3.23,"1411 Wynhurst Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/511557b01548eb57278d65d081336caa-p_e.jpg,1530000,,-77.29262,38.95764,RECENTLY_SOLD,51724069,7606.0,-1,5.0,7.0,USA,USD,sqft,True,
516,36,1627023600000,SINGLE_FAMILY,0.49,"1609 Charnita Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6a1c03a725aed00731191c4717a62d7e-p_e.jpg,940000,,-77.28883,38.940834,RECENTLY_SOLD,51744762,3154.0,-1,4.0,4.0,USA,USD,acres,True,
517,37,1627023600000,SINGLE_FAMILY,9147.6,"2159 Westglen Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/aad0c3ed03939043f2cbe2865c8d910b-p_e.jpg,1425000,,-77.23655,38.90432,RECENTLY_SOLD,51774092,5065.0,-1,4.0,6.0,USA,USD,sqft,True,
518,38,1627023600000,SINGLE_FAMILY,0.37,"415 Courthouse Rd SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/bc28c200e31191e77098b39cde081685-p_e.jpg,1240000,,-77.26879,38.892303,RECENTLY_SOLD,51772023,4800.0,-1,4.0,5.0,USA,USD,acres,True,
519,39,1626937200000,SINGLE_FAMILY,7840.8,"2047 George Washington Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/5a4acbc6fe239ade77d937850d500f36-p_e.jpg,1400000,,-77.23073,38.90592,RECENTLY_SOLD,51774373,4930.0,-1,5.0,5.0,USA,USD,sqft,True,
520,0,1626937200000,SINGLE_FAMILY,7840.8,"2047 George Washington Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/5a4acbc6fe239ade77d937850d500f36-p_e.jpg,1400000,,-77.23073,38.90592,RECENTLY_SOLD,51774373,4930.0,-1,5.0,5.0,USA,USD,sqft,True,
521,1,1626850800000,SINGLE_FAMILY,10018.8,"375 Holmes Dr NW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/18d99d578284fa1cee59b169e4b8cb47-p_e.jpg,1550000,,-77.27187,38.905495,RECENTLY_SOLD,51768366,4724.0,-1,5.0,6.0,USA,USD,sqft,True,
522,2,1626850800000,SINGLE_FAMILY,0.5,"9932 Clearfield Ave, Vienna, VA 22181",https://photos.zillowstatic.com/fp/e68068e20d0ca024e6f4c94e38ba834d-p_e.jpg,1413135,,-77.28976,38.89336,RECENTLY_SOLD,51770758,1409.0,-1,4.0,4.0,USA,USD,sqft,True,
523,3,1626764400000,SINGLE_FAMILY,2.12,"10515 Lawyers Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/ebbd5cb5fe88d715cd50bf3da555d3fd-p_e.jpg,1100000,,-77.30973,38.922386,RECENTLY_SOLD,51744216,2686.0,-1,4.0,4.0,USA,USD,sqft,True,
524,4,1626764400000,SINGLE_FAMILY,1.0,"2649 Five Oaks Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/e98dc047dc98d2b756b092c5d73011fd-p_e.jpg,1025000,,-77.28345,38.88901,RECENTLY_SOLD,51801612,3705.0,-1,5.0,3.0,USA,USD,sqft,True,
525,5,1626678000000,SINGLE_FAMILY,0.41,"2405 Lakevale Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/4856dc679ab86049d921edfe0db619a2-p_e.jpg,975000,,-77.28833,38.89748,RECENTLY_SOLD,51770976,2226.0,-1,4.0,3.0,USA,USD,sqft,True,
526,6,1626678000000,SINGLE_FAMILY,0.3,"200 Ceret Ct SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/e89290877b4578340f53c9d45ddca460-p_e.jpg,982000,,-77.27175,38.89356,RECENTLY_SOLD,51771639,2729.0,-1,4.0,3.0,USA,USD,acres,True,
527,7,1626678000000,SINGLE_FAMILY,0.94,"1351 Verrier Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/00a2bbf736b6fbf01e0cda4d10684282-p_e.jpg,2125000,,-77.27789,38.95737,RECENTLY_SOLD,89097268,8500.0,-1,6.0,8.0,USA,USD,acres,True,
528,8,1626678000000,SINGLE_FAMILY,0.57,"1801 Abbey Oak Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6558003e964ae4a6a073d8f633a7457f-p_e.jpg,1123000,,-77.28804,38.933323,RECENTLY_SOLD,51744590,3761.0,-1,4.0,3.0,USA,USD,acres,True,
529,9,1626678000000,SINGLE_FAMILY,0.38,"503 Roberts Dr NW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/ad5ff775eb699a6b9056a70840e061de-p_e.jpg,2180000,,-77.28198,38.900173,PENDING,51770870,4624.0,-1,6.0,8.0,USA,USD,acres,True,True
